=== FIGHT: no_warrior (seed AAAA0001) ===
screenshot: playtest_wren_no_warrior_00_select
classes picked before Start: ["Priest", "Geysermancer", "Siege Master", "Abomination"] (wanted ["Priest", "Geysermancer", "Siege Master", "Abomination"])
screenshot: playtest_wren_no_warrior_01_start
screenshot: playtest_wren_no_warrior_02_tick30
screenshot: playtest_wren_no_warrior_03_tick120
screenshot: playtest_wren_no_warrior_04_tick210
screenshot: playtest_wren_no_warrior_05_tick300
screenshot: playtest_wren_no_warrior_06_tick390
screenshot: playtest_wren_no_warrior_07_tick480
screenshot: playtest_wren_no_warrior_08_end
outcome: PLAYER_WIN at tick 629 (21.0s), survivors 1/4, frames waited 3417
--- event log for no_warrior ---
  tick 0  FIGHT_START  source=-1 target=-1 amount=0 action=
  tick 115  DAMAGE  source=0 target=13 amount=12 action=warrior_strike
  tick 115  DAMAGE  source=-1 target=0 amount=1 action=
  tick 115  ACTION_FIRE  source=2 target=9 amount=0 action=siege_shot
  tick 115  DAMAGE  source=2 target=9 amount=13 action=siege_shot
  tick 115  DEATH  source=2 target=9 amount=0 action=siege_shot
  tick 117  DAMAGE  source=-1 target=0 amount=1 action=
  tick 118  ACTION_FIRE  source=1 target=9 amount=0 action=geyser_blast
  tick 118  MISS  source=1 target=9 amount=0 action=geyser_blast
  tick 119  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 120  DAMAGE  source=-1 target=0 amount=1 action=
  tick 121  DAMAGE  source=-1 target=0 amount=1 action=
  tick 122  ACTION_FIRE  source=13 target=0 amount=0 action=ghoul_maul
  tick 122  DAMAGE  source=13 target=0 amount=18 action=ghoul_maul
  tick 123  RESOURCE_SPENT  source=0 target=-1 amount=20 action=warrior_guard
  tick 123  ACTION_START  source=0 target=0 amount=0 action=warrior_guard
  tick 125  DAMAGE  source=-1 target=0 amount=1 action=
  tick 126  ACTION_FIRE  source=0 target=0 amount=0 action=warrior_guard
  tick 126  DAMAGE  source=0 target=0 amount=0 action=warrior_guard
  tick 126  STATUS_APPLIED  source=0 target=0 amount=0 action=warrior_guard
  tick 126  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 126  DAMAGE  source=8 target=0 amount=5 action=goblin_arrow
  tick 127  RESOURCE_SPENT  source=3 target=-1 amount=40 action=abomination_immolate
  tick 127  ACTION_START  source=3 target=10 amount=0 action=abomination_immolate
  tick 129  DAMAGE  source=-1 target=0 amount=1 action=
  tick 130  RESOURCE_SPENT  source=1 target=-1 amount=20 action=geyser_blast
  tick 130  ACTION_START  source=1 target=12 amount=0 action=geyser_blast
  tick 130  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 130  ACTION_START  source=2 target=10 amount=0 action=siege_shot
  tick 131  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 131  DAMAGE  source=-1 target=0 amount=1 action=
  tick 133  DAMAGE  source=-1 target=0 amount=1 action=
  tick 134  DAMAGE  source=-1 target=0 amount=1 action=
  tick 135  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 135  DAMAGE  source=-1 target=0 amount=1 action=
  tick 136  RESOURCE_SPENT  source=0 target=-1 amount=20 action=warrior_guard
  tick 136  ACTION_START  source=0 target=0 amount=0 action=warrior_guard
  tick 136  DAMAGE  source=-1 target=0 amount=1 action=
  tick 136  ACTION_FIRE  source=3 target=10 amount=0 action=abomination_immolate
  tick 136  MISS  source=3 target=10 amount=0 action=abomination_immolate
  tick 137  ACTION_START  source=13 target=0 amount=0 action=ghoul_maul
  tick 137  DAMAGE  source=-1 target=0 amount=1 action=
  tick 138  ACTION_FIRE  source=2 target=10 amount=0 action=siege_shot
  tick 138  DAMAGE  source=2 target=10 amount=9 action=siege_shot
  tick 139  ACTION_FIRE  source=0 target=0 amount=0 action=warrior_guard
  tick 139  DAMAGE  source=0 target=0 amount=0 action=warrior_guard
  tick 139  STATUS_APPLIED  source=0 target=0 amount=0 action=warrior_guard
  tick 140  ACTION_FIRE  source=1 target=12 amount=0 action=geyser_blast
  tick 140  DAMAGE  source=1 target=8 amount=18 action=geyser_blast
  tick 140  DAMAGE  source=1 target=12 amount=7 action=geyser_blast
  tick 140  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 140  DAMAGE  source=11 target=0 amount=5 action=cultist_bolt
  tick 140  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 141  DAMAGE  source=-1 target=0 amount=1 action=
  tick 142  DAMAGE  source=-1 target=0 amount=1 action=
  tick 142  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 142  DAMAGE  source=8 target=0 amount=5 action=goblin_arrow
  tick 144  DAMAGE  source=-1 target=0 amount=1 action=
  tick 145  DAMAGE  source=-1 target=0 amount=1 action=
  tick 146  DAMAGE  source=-1 target=0 amount=1 action=
  tick 147  DAMAGE  source=-1 target=0 amount=1 action=
  tick 149  ACTION_START  source=0 target=13 amount=0 action=warrior_strike
  tick 149  DAMAGE  source=-1 target=0 amount=1 action=
  tick 150  ACTION_FIRE  source=13 target=0 amount=0 action=ghoul_maul
  tick 150  DAMAGE  source=13 target=0 amount=13 action=ghoul_maul
  tick 151  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 151  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 152  RESOURCE_SPENT  source=1 target=-1 amount=20 action=geyser_blast
  tick 152  ACTION_START  source=1 target=12 amount=0 action=geyser_blast
  tick 152  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 152  ACTION_START  source=2 target=10 amount=0 action=siege_shot
  tick 152  DAMAGE  source=-1 target=0 amount=1 action=
  tick 153  DAMAGE  source=-1 target=0 amount=1 action=
  tick 154  ACTION_FIRE  source=0 target=13 amount=0 action=warrior_strike
  tick 154  DAMAGE  source=0 target=13 amount=9 action=warrior_strike
  tick 154  DAMAGE  source=-1 target=0 amount=1 action=
  tick 156  DAMAGE  source=-1 target=0 amount=1 action=
  tick 157  DAMAGE  source=-1 target=0 amount=1 action=
  tick 158  DAMAGE  source=-1 target=0 amount=1 action=
  tick 158  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 158  DAMAGE  source=8 target=0 amount=5 action=goblin_arrow
  tick 159  DAMAGE  source=-1 target=0 amount=1 action=
  tick 160  DAMAGE  source=-1 target=0 amount=1 action=
  tick 160  DEATH  source=-1 target=0 amount=0 action=
  tick 160  ACTION_FIRE  source=2 target=10 amount=0 action=siege_shot
  tick 160  DAMAGE  source=2 target=10 amount=15 action=siege_shot
  tick 160  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 160  MISS  source=11 target=0 amount=0 action=cultist_bolt
  tick 162  ACTION_FIRE  source=1 target=12 amount=0 action=geyser_blast
  tick 162  DAMAGE  source=1 target=12 amount=16 action=geyser_blast
  tick 162  DAMAGE  source=1 target=13 amount=8 action=geyser_blast
  tick 167  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 174  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 174  DAMAGE  source=8 target=3 amount=7 action=goblin_arrow
  tick 181  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 181  ACTION_START  source=2 target=12 amount=0 action=siege_shot
  tick 183  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 189  ACTION_FIRE  source=2 target=12 amount=0 action=siege_shot
  tick 189  DAMAGE  source=2 target=12 amount=22 action=siege_shot
  tick 192  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 192  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 192  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 195  DAMAGE  source=-1 target=3 amount=1 action=
  tick 196  DAMAGE  source=-1 target=3 amount=1 action=
  tick 197  DAMAGE  source=-1 target=3 amount=1 action=
  tick 198  DAMAGE  source=-1 target=3 amount=1 action=
  tick 202  DAMAGE  source=-1 target=3 amount=1 action=
  tick 203  DAMAGE  source=-1 target=3 amount=1 action=
  tick 204  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 204  ACTION_START  source=2 target=12 amount=0 action=siege_shot
  tick 205  DAMAGE  source=-1 target=3 amount=1 action=
  tick 206  DAMAGE  source=-1 target=3 amount=1 action=
  tick 208  DAMAGE  source=-1 target=3 amount=1 action=
  tick 209  DAMAGE  source=-1 target=3 amount=1 action=
  tick 210  DAMAGE  source=-1 target=3 amount=1 action=
  tick 212  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 212  ACTION_FIRE  source=2 target=12 amount=0 action=siege_shot
  tick 212  DAMAGE  source=2 target=12 amount=21 action=siege_shot
  tick 212  DAMAGE  source=-1 target=3 amount=1 action=
  tick 216  DAMAGE  source=-1 target=3 amount=1 action=
  tick 217  ACTION_START  source=3 target=10 amount=0 action=abomination_claw
  tick 217  DAMAGE  source=-1 target=3 amount=1 action=
  tick 219  DAMAGE  source=-1 target=3 amount=1 action=
  tick 219  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 219  DAMAGE  source=8 target=3 amount=7 action=goblin_arrow
  tick 222  DAMAGE  source=-1 target=3 amount=1 action=
  tick 223  ACTION_FIRE  source=3 target=10 amount=0 action=abomination_claw
  tick 223  MISS  source=3 target=10 amount=0 action=abomination_claw
  tick 224  DAMAGE  source=-1 target=3 amount=1 action=
  tick 225  DAMAGE  source=-1 target=3 amount=1 action=
  tick 226  DAMAGE  source=-1 target=3 amount=1 action=
  tick 228  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 229  DAMAGE  source=-1 target=3 amount=1 action=
  tick 230  DAMAGE  source=-1 target=3 amount=1 action=
  tick 231  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 231  DAMAGE  source=-1 target=3 amount=1 action=
  tick 232  DAMAGE  source=-1 target=3 amount=1 action=
  tick 233  ACTION_START  source=3 target=12 amount=0 action=abomination_claw
  tick 233  DAMAGE  source=-1 target=3 amount=1 action=
  tick 234  DAMAGE  source=-1 target=3 amount=1 action=
  tick 235  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 235  ACTION_START  source=2 target=8 amount=0 action=siege_shot
  tick 235  DAMAGE  source=-1 target=3 amount=1 action=
  tick 235  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 235  DAMAGE  source=8 target=3 amount=7 action=goblin_arrow
  tick 236  DAMAGE  source=-1 target=3 amount=1 action=
  tick 237  DAMAGE  source=-1 target=3 amount=1 action=
  tick 238  DAMAGE  source=-1 target=3 amount=1 action=
  tick 239  ACTION_FIRE  source=3 target=12 amount=0 action=abomination_claw
  tick 239  DAMAGE  source=3 target=12 amount=18 action=abomination_claw
  tick 239  STATUS_APPLIED  source=3 target=12 amount=0 action=abomination_claw
  tick 239  DAMAGE  source=-1 target=3 amount=1 action=
  tick 239  DAMAGE  source=-1 target=12 amount=1 action=
  tick 240  DAMAGE  source=-1 target=3 amount=1 action=
  tick 240  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 240  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 240  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 240  DAMAGE  source=-1 target=12 amount=1 action=
  tick 241  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 241  DAMAGE  source=-1 target=12 amount=1 action=
  tick 242  DAMAGE  source=-1 target=3 amount=1 action=
  tick 243  ACTION_FIRE  source=2 target=8 amount=0 action=siege_shot
  tick 243  DAMAGE  source=2 target=8 amount=10 action=siege_shot
  tick 243  DEATH  source=2 target=8 amount=0 action=siege_shot
  tick 243  DAMAGE  source=-1 target=12 amount=1 action=
  tick 246  DAMAGE  source=-1 target=3 amount=1 action=
  tick 246  DAMAGE  source=-1 target=12 amount=1 action=
  tick 247  ACTION_START  source=12 target=3 amount=0 action=ghoul_maul
  tick 247  DAMAGE  source=-1 target=12 amount=1 action=
  tick 248  DAMAGE  source=-1 target=3 amount=1 action=
  tick 248  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 248  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 248  DAMAGE  source=-1 target=12 amount=1 action=
  tick 249  ACTION_START  source=3 target=12 amount=0 action=abomination_claw
  tick 249  DAMAGE  source=-1 target=3 amount=1 action=
  tick 250  DAMAGE  source=-1 target=3 amount=1 action=
  tick 251  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 251  DAMAGE  source=-1 target=3 amount=1 action=
  tick 251  DAMAGE  source=-1 target=12 amount=1 action=
  tick 252  DAMAGE  source=-1 target=12 amount=1 action=
  tick 253  DAMAGE  source=-1 target=12 amount=1 action=
  tick 255  ACTION_FIRE  source=3 target=12 amount=0 action=abomination_claw
  tick 255  DAMAGE  source=3 target=12 amount=9 action=abomination_claw
  tick 255  STATUS_APPLIED  source=3 target=12 amount=0 action=abomination_claw
  tick 255  DAMAGE  source=-1 target=3 amount=1 action=
  tick 255  DAMAGE  source=-1 target=12 amount=1 action=
  tick 257  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 257  DAMAGE  source=-1 target=12 amount=1 action=
  tick 258  ACTION_START  source=13 target=3 amount=0 action=ghoul_maul
  tick 258  DAMAGE  source=-1 target=3 amount=1 action=
  tick 258  DAMAGE  source=-1 target=12 amount=1 action=
  tick 259  DAMAGE  source=-1 target=12 amount=1 action=
  tick 260  DAMAGE  source=-1 target=3 amount=1 action=
  tick 260  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 260  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 260  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 260  ACTION_FIRE  source=12 target=3 amount=0 action=ghoul_maul
  tick 260  DAMAGE  source=12 target=3 amount=18 action=ghoul_maul
  tick 260  DAMAGE  source=-1 target=12 amount=1 action=
  tick 261  DAMAGE  source=-1 target=3 amount=1 action=
  tick 261  DAMAGE  source=-1 target=12 amount=1 action=
  tick 262  DAMAGE  source=-1 target=3 amount=1 action=
  tick 262  DAMAGE  source=-1 target=12 amount=1 action=
  tick 263  DAMAGE  source=-1 target=12 amount=1 action=
  tick 264  DAMAGE  source=-1 target=3 amount=1 action=
  tick 264  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 264  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 264  DAMAGE  source=-1 target=12 amount=1 action=
  tick 265  ACTION_START  source=3 target=12 amount=0 action=abomination_claw
  tick 265  DAMAGE  source=-1 target=3 amount=1 action=
  tick 266  DAMAGE  source=-1 target=3 amount=1 action=
  tick 267  DAMAGE  source=-1 target=12 amount=1 action=
  tick 271  RESOURCE_SPENT  source=1 target=-1 amount=20 action=geyser_blast
  tick 271  ACTION_START  source=1 target=12 amount=0 action=geyser_blast
  tick 271  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 271  ACTION_START  source=2 target=12 amount=0 action=siege_shot
  tick 271  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 271  ACTION_FIRE  source=3 target=12 amount=0 action=abomination_claw
  tick 271  DAMAGE  source=3 target=12 amount=7 action=abomination_claw
  tick 271  STATUS_APPLIED  source=3 target=12 amount=0 action=abomination_claw
  tick 271  DAMAGE  source=-1 target=12 amount=1 action=
  tick 271  ACTION_FIRE  source=13 target=3 amount=0 action=ghoul_maul
  tick 271  DAMAGE  source=13 target=3 amount=18 action=ghoul_maul
  tick 272  DAMAGE  source=-1 target=12 amount=1 action=
  tick 273  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 273  DAMAGE  source=-1 target=3 amount=1 action=
  tick 273  DAMAGE  source=-1 target=12 amount=1 action=
  tick 274  DAMAGE  source=-1 target=3 amount=1 action=
  tick 274  DAMAGE  source=-1 target=12 amount=1 action=
  tick 275  ACTION_START  source=12 target=3 amount=0 action=ghoul_maul
  tick 275  DAMAGE  source=-1 target=3 amount=1 action=
  tick 276  DAMAGE  source=-1 target=3 amount=1 action=
  tick 277  DAMAGE  source=-1 target=12 amount=1 action=
  tick 278  DAMAGE  source=-1 target=3 amount=1 action=
  tick 279  ACTION_FIRE  source=2 target=12 amount=0 action=siege_shot
  tick 279  DAMAGE  source=2 target=12 amount=21 action=siege_shot
  tick 279  DAMAGE  source=-1 target=3 amount=1 action=
  tick 280  DAMAGE  source=-1 target=3 amount=1 action=
  tick 280  ACTION_FIRE  source=10 target=3 amount=0 action=goblin_arrow
  tick 280  DAMAGE  source=10 target=3 amount=7 action=goblin_arrow
  tick 280  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 280  DAMAGE  source=11 target=3 amount=4 action=cultist_bolt
  tick 280  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 280  DEATH  source=11 target=3 amount=0 action=cultist_bolt
  tick 281  ACTION_FIRE  source=1 target=12 amount=0 action=geyser_blast
  tick 281  DAMAGE  source=1 target=12 amount=13 action=geyser_blast
  tick 281  DAMAGE  source=1 target=13 amount=16 action=geyser_blast
  tick 282  DAMAGE  source=-1 target=12 amount=1 action=
  tick 283  DAMAGE  source=-1 target=12 amount=1 action=
  tick 284  DAMAGE  source=-1 target=12 amount=1 action=
  tick 286  DAMAGE  source=-1 target=12 amount=1 action=
  tick 287  DAMAGE  source=-1 target=12 amount=1 action=
  tick 288  ACTION_FIRE  source=12 target=3 amount=0 action=ghoul_maul
  tick 288  MISS  source=12 target=3 amount=0 action=ghoul_maul
  tick 288  DAMAGE  source=-1 target=12 amount=1 action=
  tick 291  DAMAGE  source=-1 target=12 amount=1 action=
  tick 293  DAMAGE  source=-1 target=12 amount=1 action=
  tick 294  DAMAGE  source=-1 target=12 amount=1 action=
  tick 296  DAMAGE  source=-1 target=12 amount=1 action=
  tick 298  DAMAGE  source=-1 target=12 amount=1 action=
  tick 299  DAMAGE  source=-1 target=12 amount=1 action=
  tick 300  DAMAGE  source=-1 target=12 amount=1 action=
  tick 302  DAMAGE  source=-1 target=12 amount=1 action=
  tick 303  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 303  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 303  DAMAGE  source=-1 target=12 amount=1 action=
  tick 308  DAMAGE  source=-1 target=12 amount=1 action=
  tick 310  DAMAGE  source=-1 target=12 amount=1 action=
  tick 311  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 311  DAMAGE  source=2 target=13 amount=14 action=siege_shot
  tick 311  DAMAGE  source=-1 target=12 amount=1 action=
  tick 314  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 315  DAMAGE  source=-1 target=12 amount=1 action=
  tick 318  DAMAGE  source=-1 target=12 amount=1 action=
  tick 320  DAMAGE  source=-1 target=12 amount=1 action=
  tick 321  DAMAGE  source=-1 target=12 amount=1 action=
  tick 323  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 323  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 323  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 324  DAMAGE  source=-1 target=12 amount=1 action=
  tick 325  DAMAGE  source=-1 target=1 amount=1 action=
  tick 325  DAMAGE  source=-1 target=12 amount=1 action=
  tick 326  ACTION_START  source=10 target=1 amount=0 action=goblin_arrow
  tick 326  DAMAGE  source=-1 target=1 amount=1 action=
  tick 326  DAMAGE  source=-1 target=12 amount=1 action=
  tick 327  DAMAGE  source=-1 target=12 amount=1 action=
  tick 330  DAMAGE  source=-1 target=1 amount=1 action=
  tick 330  DAMAGE  source=-1 target=12 amount=1 action=
  tick 331  DAMAGE  source=-1 target=12 amount=1 action=
  tick 332  DAMAGE  source=-1 target=12 amount=1 action=
  tick 333  ACTION_FIRE  source=10 target=1 amount=0 action=goblin_arrow
  tick 333  DAMAGE  source=10 target=1 amount=8 action=goblin_arrow
  tick 333  DAMAGE  source=-1 target=12 amount=1 action=
  tick 334  DAMAGE  source=-1 target=12 amount=1 action=
  tick 336  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 336  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 337  DAMAGE  source=-1 target=12 amount=1 action=
  tick 339  DAMAGE  source=-1 target=12 amount=1 action=
  tick 340  DAMAGE  source=-1 target=1 amount=1 action=
  tick 340  DAMAGE  source=-1 target=12 amount=1 action=
  tick 341  DAMAGE  source=-1 target=1 amount=1 action=
  tick 341  DAMAGE  source=-1 target=12 amount=1 action=
  tick 342  DAMAGE  source=-1 target=1 amount=1 action=
  tick 343  DAMAGE  source=-1 target=12 amount=1 action=
  tick 344  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 344  DAMAGE  source=2 target=13 amount=20 action=siege_shot
  tick 344  DAMAGE  source=-1 target=12 amount=1 action=
  tick 345  DAMAGE  source=-1 target=1 amount=1 action=
  tick 346  DAMAGE  source=-1 target=1 amount=1 action=
  tick 346  DAMAGE  source=-1 target=12 amount=1 action=
  tick 347  DAMAGE  source=-1 target=12 amount=1 action=
  tick 349  DAMAGE  source=-1 target=1 amount=1 action=
  tick 349  DAMAGE  source=-1 target=12 amount=1 action=
  tick 350  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 350  DAMAGE  source=-1 target=12 amount=1 action=
  tick 350  DEATH  source=-1 target=12 amount=0 action=
  tick 353  DAMAGE  source=-1 target=1 amount=1 action=
  tick 358  ACTION_START  source=10 target=1 amount=0 action=goblin_arrow
  tick 359  DAMAGE  source=-1 target=1 amount=1 action=
  tick 359  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 359  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 359  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 363  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 363  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 365  ACTION_FIRE  source=10 target=1 amount=0 action=goblin_arrow
  tick 365  DAMAGE  source=10 target=1 amount=8 action=goblin_arrow
  tick 371  DAMAGE  source=-1 target=1 amount=1 action=
  tick 371  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 371  DAMAGE  source=2 target=13 amount=12 action=siege_shot
  tick 372  DAMAGE  source=-1 target=1 amount=1 action=
  tick 381  DAMAGE  source=-1 target=1 amount=1 action=
  tick 389  DAMAGE  source=-1 target=1 amount=1 action=
  tick 390  ACTION_START  source=10 target=1 amount=0 action=goblin_arrow
  tick 391  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 392  DAMAGE  source=-1 target=1 amount=1 action=
  tick 394  DAMAGE  source=-1 target=1 amount=1 action=
  tick 395  DAMAGE  source=-1 target=1 amount=1 action=
  tick 396  DAMAGE  source=-1 target=1 amount=1 action=
  tick 397  ACTION_FIRE  source=10 target=1 amount=0 action=goblin_arrow
  tick 397  DAMAGE  source=10 target=1 amount=8 action=goblin_arrow
  tick 398  DAMAGE  source=-1 target=1 amount=1 action=
  tick 399  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 399  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 400  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 400  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 400  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 404  DAMAGE  source=-1 target=1 amount=1 action=
  tick 405  DAMAGE  source=-1 target=1 amount=1 action=
  tick 407  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 407  DAMAGE  source=2 target=13 amount=25 action=siege_shot
  tick 412  DAMAGE  source=-1 target=1 amount=1 action=
  tick 417  DAMAGE  source=-1 target=1 amount=1 action=
  tick 418  DAMAGE  source=-1 target=1 amount=1 action=
  tick 421  ACTION_START  source=10 target=1 amount=0 action=goblin_arrow
  tick 422  DAMAGE  source=-1 target=1 amount=1 action=
  tick 428  DAMAGE  source=-1 target=1 amount=1 action=
  tick 428  ACTION_FIRE  source=10 target=1 amount=0 action=goblin_arrow
  tick 428  DAMAGE  source=10 target=1 amount=8 action=goblin_arrow
  tick 431  DAMAGE  source=-1 target=1 amount=1 action=
  tick 433  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 434  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 434  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 439  DAMAGE  source=-1 target=1 amount=1 action=
  tick 441  DAMAGE  source=-1 target=1 amount=1 action=
  tick 442  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 442  DAMAGE  source=2 target=13 amount=14 action=siege_shot
  tick 442  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 442  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 442  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 443  DAMAGE  source=-1 target=1 amount=1 action=
  tick 445  DAMAGE  source=-1 target=1 amount=1 action=
  tick 446  DAMAGE  source=-1 target=1 amount=1 action=
  tick 447  DAMAGE  source=-1 target=1 amount=1 action=
  tick 448  DAMAGE  source=-1 target=1 amount=1 action=
  tick 449  RESOURCE_SPENT  source=1 target=-1 amount=20 action=geyser_blast
  tick 449  ACTION_START  source=1 target=13 amount=0 action=geyser_blast
  tick 449  DAMAGE  source=-1 target=1 amount=1 action=
  tick 451  DAMAGE  source=-1 target=1 amount=1 action=
  tick 452  ACTION_START  source=10 target=1 amount=0 action=goblin_arrow
  tick 452  DAMAGE  source=-1 target=1 amount=1 action=
  tick 452  DEATH  source=-1 target=1 amount=0 action=
  tick 459  ACTION_FIRE  source=10 target=1 amount=0 action=goblin_arrow
  tick 459  MISS  source=10 target=1 amount=0 action=goblin_arrow
  tick 470  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 470  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 476  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 478  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 478  DAMAGE  source=2 target=13 amount=9 action=siege_shot
  tick 482  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 485  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 485  DAMAGE  source=11 target=2 amount=7 action=cultist_bolt
  tick 485  STATUS_APPLIED  source=11 target=2 amount=0 action=cultist_bolt
  tick 486  DAMAGE  source=-1 target=2 amount=1 action=
  tick 487  DAMAGE  source=-1 target=2 amount=1 action=
  tick 489  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 489  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 492  DAMAGE  source=-1 target=2 amount=1 action=
  tick 495  DAMAGE  source=-1 target=2 amount=1 action=
  tick 501  DAMAGE  source=-1 target=2 amount=1 action=
  tick 502  DAMAGE  source=-1 target=2 amount=1 action=
  tick 503  DAMAGE  source=-1 target=2 amount=1 action=
  tick 504  DAMAGE  source=-1 target=2 amount=1 action=
  tick 505  DAMAGE  source=-1 target=2 amount=1 action=
  tick 506  DAMAGE  source=-1 target=2 amount=1 action=
  tick 510  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 510  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 511  DAMAGE  source=-1 target=2 amount=1 action=
